PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,REAGENT_ID,ENTREZ_GENE_ID,NCBI_GENE_SYMBOL,PLATE,WELL,CONTROL_AVERAGE_CTG_NORMALISED_TO_NT1_ROBUST_Z_SCORED,CONTROL_Z_SCORE_BIN,DOX_AVERAGE_CTG_NORMALISED_TO_NT1_ROBUST_Z_SCORED,DOX_Z_SCORE_BIN,COMBINED_ZSCORE_BIN,CONTROL_AVERAGE_CTG_NORMALISED_TO_NT1,CONTROL_AVERAGE_CTG_NORMALISED_TO_MOCK,DOX_AVERAGE_CTG_NORMALISED_TO_NT1,DOX_AVERAGE_CTG_NORMALISED_TO_MOCK,FOLD_CHANGE_RATIO,FOLD_CHANGE_RATIO_Z_SCORE,SEED_CLUSTER_MIRNA_SHARING_SEED
RESULT_TYPE,,,,,,,STRING,TARGET_NCBI_GENE_ID,STRING,INTEGER,STRING,FLOAT,STRING,FLOAT,STRING,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING
RESULT_DESCR,,,,,,,Dharmacon GE reagent id,NCBI Entrez Gene database id of intended siRNA target gene,Official symbol of target NCBI Gene Id,Plate number,Well location,"Control (siRNA alone) CTG data for each replicate normalised to NT1, then averaged the normalised values across the 2 replicates. Average normalised control CTG values used to calculate robust Z-score.","Control robust Z-score binning classification: LC (low cell count): value (2) -2, Hi (high cell count): value (3) 2, and NC (no change): 2 (3) value (3) -2","Doxorubicin treated (siRNA + Doxorubicin) CTG data for each replicate normalised to NT1, then averaged the normalised values across the 2 replicates. Average normalised control CTG values used to calculate robust Z-score.","Doxorubicin robust Z-score binning classification: LC (low cell count): value (2) -2, Hi (high cell count): value (3) 2, and NC (no change): 2 (3) value (3) -2",Combined (CONTROL_Z_SCORE_BIN and DOX_Z_SCORE_BIN) Z-score bins,"Control (siRNA alone) CTG data for each replicate normalised to NT1, then averaged the normalised values across the 2 replicates.","Control (siRNA alone) CTG data for each replicate normalised to mock, then averaged the normalised values across the 2 replicates.","Doxorubicin treated (siRNA + Doxorubicin) CTG data for each replicate normalised to NT1, then averaged the normalised values across the 2 replicates.","Doxorubicin treated (siRNA + Doxorubicin) CTG data for each replicate normalised to mock, then averaged the normalised values across the 2 replicates.",DOX_AVERAGE_CTG_NORMALISED_TO_NT1 / CONTROL_AVERAGE_CTG_NORMALISED_TO_NT1,Robust Z-score calculated on the FOLD_CHANGE_RATIO,Seed cluster analysis (using Dharmacon's seed clusterer tool) results. Enrichment score cut-off (3) 8.
157,152259851,,Inactive,,,,M-051408-00,56760,Clec1b,15008,B17,-1.01,NC,1.24,NC,NC both,0.89,0.94,1.05,1.06,1.18,2.25,
158,152259856,,Inactive,,,,M-063143-00,56424,Stub1,15018,L15,1.18,NC,1.12,NC,NC both,1.02,1.06,1.04,1.07,1.02,0.45,
159,152259858,,Inactive,,,,M-054998-00,71898,Apol9b,15004,P06,1.69,NC,-0.45,NC,NC both,1.05,1.07,0.9,0.87,0.86,-1.35,
160,152259862,,Inactive,,,,M-042271-00,54195,Gucy1b3,15011,N15,0.17,NC,0.45,NC,NC both,0.96,1,0.98,0.99,1.02,0.45,
161,152259868,,Inactive,,,,M-058549-00,81535,Sgpp1,15018,E13,-1.52,NC,-1.35,NC,NC both,0.86,0.89,0.82,0.86,0.95,-0.34,
162,152259872,,Inactive,,,,M-041807-00,235682,Zfp445,15031,B04,0.34,NC,0.9,NC,NC both,0.97,0.98,1.02,1,1.05,0.79,
163,152259877,,Inactive,,,,M-042862-00,11447,Chrnd,15008,K10,-0.51,NC,0,NC,NC both,0.92,0.97,0.94,0.94,1.02,0.45,
164,152259878,,Inactive,,,,M-043463-00,11512,Adcy6,15030,A14,-0.17,NC,0.22,NC,NC both,0.94,0.92,0.96,0.94,1.02,0.45,
165,152259890,,Inactive,,,,M-051168-00,69082,Zc3h15,15024,F03,1.18,NC,0.22,NC,NC both,1.02,1.06,0.96,1,0.94,-0.45,
166,152259893,,Inactive,,,,M-043205-00,12970,Crygs,15008,N14,1.52,NC,1.46,NC,NC both,1.04,1.08,1.07,1.09,1.03,0.56,
167,152259895,,Inactive,,,,M-045092-00,66211,Rpl3l,15048,D21,0.67,NC,0.11,NC,NC both,0.99,1,0.95,0.88,0.96,-0.22,
168,152259904,,Inactive,,,,M-065494-00,76803,2410141K09Rik,15024,P17,1.35,NC,2.02,Hi,Hi dox,1.03,1.08,1.12,1.16,1.09,1.24,
169,152259908,,Inactive,,,,M-050259-00,56390,Sssca1,15018,H03,-0.84,NC,-1.01,NC,NC both,0.9,0.94,0.85,0.88,0.94,-0.45,
170,152259910,,Inactive,,,,M-057088-00,218820,Zfp503,15053,H09,-0.84,NC,-0.67,NC,NC both,0.9,0.9,0.88,0.85,0.98,0,
171,152259914,,Inactive,,,,M-055990-00,107831,Bai1,15003,G12,1.69,NC,-1.01,NC,NC both,1.05,1.06,0.85,0.86,0.81,-1.91,
172,152259917,,Inactive,,,,M-058395-00,14011,Etv6,15010,O03,-1.01,NC,-0.34,NC,NC both,0.89,0.88,0.91,0.92,1.02,0.45,
173,152259920,,Inactive,,,,M-052570-00,216829,Mmgt2,15032,N07,-0.17,NC,0.67,NC,NC both,0.94,0.97,1,0.96,1.06,0.9,
174,152259921,,Inactive,,,,M-053818-00,66492,Zmat2,15024,H07,0.17,NC,-0.67,NC,NC both,0.96,1,0.88,0.92,0.92,-0.67,
175,152259933,,Inactive,,,,M-052700-00,107372,C030016D13Rik,15033,D03,0,NC,-0.22,NC,NC both,0.95,0.96,0.92,0.89,0.97,-0.11,
176,152259934,,Inactive,,,,M-042304-00,19385,Ranbp1,15016,J14,0.34,NC,0.45,NC,NC both,0.97,0.99,0.98,0.95,1.01,0.34,
177,152259936,,Inactive,,,,M-063202-00,20850,Stat5a,15018,J11,0.34,NC,-1.12,NC,NC both,0.97,1,0.84,0.87,0.87,-1.24,
178,152259942,,Inactive,,,,M-062128-00,269682,Golga3,15039,I15,0.51,NC,0.67,NC,NC both,0.98,1,1,0.99,1.02,0.45,
179,152259945,,Inactive,,,,M-051435-00,73353,Actrt2,15031,M17,-0.17,NC,0.9,NC,NC both,0.94,0.96,1.02,0.99,1.09,1.24,
180,152259947,,Inactive,,,,M-065168-00,269683,E130006D01Rik,15037,M18,1.52,NC,1.35,NC,NC both,1.04,1.08,1.06,1.08,1.02,0.45,
181,152259957,,Inactive,,,,M-048880-00,59057,Zfp191,15020,L05,0.84,NC,0.67,NC,NC both,1,1,1,0.96,1,0.22,
182,152259960,,Inactive,,,,M-063152-00,14113,Fbl,15038,C18,-3.54,LC,-2.7,LC,LC both,0.74,0.74,0.7,0.7,0.95,-0.34,
183,152259971,,Active,,,,M-064026-00,243914,Lgi4,15041,C03,-0.84,NC,-2.81,LC,LC dox,0.9,0.9,0.69,0.66,0.77,-2.36,
184,152259979,,Inactive,,,,M-060267-00,259061,Olfr668,15045,B19,0.84,NC,1.46,NC,NC both,1,1,1.07,1.05,1.07,1.01,
185,152259988,,Inactive,,,,M-059685-00,74012,Rap2b,15016,L10,-0.17,NC,0.56,NC,NC both,0.94,0.96,0.99,0.96,1.05,0.79,
186,152260000,,Inactive,,,,M-040461-00,78134,Lpar4,15003,H06,0,NC,0.67,NC,NC both,0.95,0.96,1,1.02,1.05,0.79,
187,152260007,,Inactive,,,,M-048726-00,19212,Pter,15047,B20,-0.51,NC,1.35,NC,NC both,0.92,0.91,1.06,0.98,1.15,1.91,
188,152260008,,Inactive,,,,M-056126-00,70239,Gtf3c5,15011,L19,0.84,NC,0.45,NC,NC both,1,1.04,0.98,0.98,0.98,0,
189,152260011,,Inactive,,,,M-054687-00,233066,Syne4,15030,B05,-0.34,NC,0,NC,NC both,0.93,0.92,0.94,0.93,1.01,0.34,
190,152260012,,Inactive,,,,M-056942-00,99311,Commd7,15035,C15,1.18,NC,0.67,NC,NC both,1.02,1.02,1,0.96,0.98,0,
191,152260022,,Inactive,,,,M-056336-00,77596,Gpr110,15003,D06,0.84,NC,-0.45,NC,NC both,1,1,0.9,0.91,0.9,-0.9,
192,152260026,,Inactive,,,,M-062805-00,23873,Faim,15010,G20,0.17,NC,0.45,NC,NC both,0.96,0.95,0.98,0.98,1.02,0.45,
193,152260027,,Inactive,,,,M-040091-00,14104,Fasn,15010,I16,-0.67,NC,0.11,NC,NC both,0.91,0.9,0.95,0.96,1.04,0.67,
194,152260029,,Inactive,,,,M-055341-00,64817,Svep1,15047,G08,-0.51,NC,-1.35,NC,NC both,0.92,0.9,0.82,0.77,0.89,-1.01,
195,152260040,,Inactive,,,,M-042513-00,11964,Atp6v1a,15031,O06,0,NC,0.45,NC,NC both,0.95,0.97,0.98,0.96,1.03,0.56,
196,152260041,,Active,,,,M-042822-00,16705,Krtap9-1,15040,J06,-1.18,NC,-2.02,LC,LC dox,0.88,0.9,0.76,0.76,0.86,-1.35,
197,152260047,,Inactive,,,,M-042295-00,72083,Mzt2,15024,E07,0.17,NC,0.11,NC,NC both,0.96,1,0.95,1,0.99,0.11,
198,152260050,,Inactive,,,,M-045557-00,20220,Sap18,15017,L19,0.17,NC,0.22,NC,NC both,0.96,0.94,0.96,0.95,1,0.22,
199,152260053,,Inactive,,,,M-050343-00,55938,Apom,15006,B07,-1.18,NC,-1.35,NC,NC both,0.88,0.88,0.82,0.78,0.93,-0.56,
200,152260055,,Inactive,,,,M-044051-00,329251,Ppp1r12b,15006,E13,-0.51,NC,-1.35,NC,NC both,0.92,0.92,0.82,0.76,0.89,-1.01,
201,152260057,,Inactive,,,,M-046279-00,75556,1700026D08Rik,15022,F03,1.52,NC,1.01,NC,NC both,1.04,1,1.03,0.96,0.99,0.11,
202,152260063,,Inactive,,,,M-060097-00,259002,Olfr173,15044,J05,0.51,NC,-0.79,NC,NC both,0.98,1.02,0.87,0.88,0.89,-1.01,
203,152260078,,Inactive,,,,M-052367-00,171201,Vmn1r21,15052,D09,0.17,NC,-0.9,NC,NC both,0.96,0.97,0.86,0.82,0.9,-0.9,
204,152260080,,Inactive,,,,M-044740-00,65221,Slc15a3,15049,B13,-0.84,NC,-1.8,NC,NC both,0.9,0.91,0.78,0.74,0.87,-1.24,
205,152260084,,Inactive,,,,M-061773-00,258357,Olfr574,15045,E04,-2.53,LC,-1.57,NC,LC control,0.8,0.8,0.8,0.78,1,0.22,
206,152260089,,Inactive,,,,M-056377-00,15424,Hoxc5,15012,E08,-0.84,NC,-0.9,NC,NC both,0.9,0.94,0.86,0.83,0.96,-0.22,
207,152260092,,Inactive,,,,M-058857-00,76740,Efr3a,15034,K11,-0.17,NC,-0.67,NC,NC both,0.94,0.94,0.88,0.85,0.94,-0.45,
208,152260094,,Inactive,,,,M-040676-00,11480,Acvr2a,15001,I07,0.51,NC,0.45,NC,NC both,0.98,1.01,0.98,0.98,1,0.22,
209,152260097,,Inactive,,,,M-062425-00,11796,Birc3,15007,C04,0.51,NC,-1.35,NC,NC both,0.98,1,0.82,0.77,0.84,-1.57,
210,152260102,,Inactive,,,,M-045184-00,15199,Hebp1,15039,L13,-0.17,NC,-1.01,NC,NC both,0.94,0.96,0.85,0.84,0.9,-0.9,
211,152260110,,Inactive,,,,M-053378-00,193286,BC049762,15033,G05,-0.51,NC,-0.22,NC,NC both,0.92,0.94,0.92,0.89,1,0.22,
212,152260111,,Inactive,,,,M-044715-00,66271,Tmem126a,15022,P20,1.35,NC,2.7,Hi,Hi dox,1.03,0.99,1.18,1.1,1.15,1.91,
213,152260113,,Inactive,,,,M-060931-00,68303,Fam114a1,15028,E16,-1.18,NC,-0.56,NC,NC both,0.88,0.86,0.89,0.82,1.01,0.34,
214,152260117,,Inactive,,,,M-047592-00,30049,Scd3,15048,H20,0.17,NC,0.67,NC,NC both,0.96,0.98,1,0.92,1.04,0.67,
215,152260123,,Inactive,,,,M-046420-00,66344,Lce3b,15023,P14,0.84,NC,3.04,Hi,Hi dox,1,1,1.21,1.14,1.21,2.59,
216,152260129,,Inactive,,,,M-062233-00,71957,Cpsf3l,15024,A15,1.85,NC,-0.45,NC,NC both,1.06,1.12,0.9,0.94,0.85,-1.46,
217,152260138,,Inactive,,,,M-050798-00,243634,Ano2,15051,N13,0.51,NC,-0.11,NC,NC both,0.98,0.96,0.93,0.86,0.95,-0.34,
218,152260141,,Inactive,,,,M-043724-00,16157,Il11ra1,15012,N17,0.51,NC,0.45,NC,NC both,0.98,1.02,0.98,0.94,1,0.22,
219,152260147,,Inactive,,,,M-046766-00,16407,Itgae,15013,G07,-0.34,NC,-0.22,NC,NC both,0.93,0.94,0.92,0.94,0.99,0.11,
220,152260149,,Inactive,,,,M-063716-00,109674,Ampd2,15030,J04,-0.51,NC,-0.67,NC,NC both,0.92,0.9,0.88,0.87,0.96,-0.22,
221,152260166,,Inactive,,,,M-040194-00,53379,Hnrnpa2b1,15039,H06,0,NC,0,NC,NC both,0.95,0.96,0.94,0.92,0.99,0.11,
222,152260171,,Inactive,,,,M-050694-00,246779,Il27,15040,O17,1.18,NC,0.34,NC,NC both,1.02,1.04,0.97,0.99,0.95,-0.34,
223,152260174,,Inactive,,,,M-058357-00,233726,Ipo7,15013,A09,0.67,NC,0.9,NC,NC both,0.99,1,1.02,1.04,1.03,0.56,
224,152260177,,Inactive,,,,M-052488-00,69361,Cypt3,15022,E07,-2.19,LC,-0.9,NC,LC control,0.82,0.79,0.86,0.8,1.05,0.79,
225,152260178,,Inactive,,,,M-052906-00,319522,D930046H04Rik,15036,J11,2.19,Hi,-0.67,NC,Hi control,1.08,1.11,0.88,0.84,0.81,-1.91,
226,152260180,,Inactive,,,,M-047068-00,14325,Ftl1,15038,H11,0.17,NC,-0.11,NC,NC both,0.96,0.94,0.93,0.93,0.97,-0.11,
227,152260182,,Inactive,,,,M-059036-00,16784,Lamp2,15013,P07,-0.84,NC,0.56,NC,NC both,0.9,0.9,0.99,1,1.1,1.35,
228,152260186,,Inactive,,,,M-054460-00,210710,Gab3,15011,I19,0.51,NC,0.34,NC,NC both,0.98,1.03,0.97,0.96,0.99,0.11,
229,152260191,,Inactive,,,,M-058807-00,18597,Pdha1,15015,H21,-0.51,NC,-0.56,NC,NC both,0.92,0.93,0.89,0.93,0.97,-0.11,
230,152260201,,Inactive,,,,M-051447-00,69834,Rab43,15023,G15,0.84,NC,-0.45,NC,NC both,1,0.99,0.9,0.85,0.9,-0.9,
231,152260204,,Inactive,,,,M-046779-00,16410,Itgav,15013,G13,-2.87,LC,-1.8,NC,LC control,0.78,0.78,0.78,0.8,1,0.22,
232,152260212,,Inactive,,,,M-047406-00,140858,Wdr5,15020,F20,-0.84,NC,0.34,NC,NC both,0.9,0.92,0.97,0.92,1.08,1.12,
233,152260213,,Inactive,,,,M-049342-00,72780,Rspo3,15051,D03,1.01,NC,-0.22,NC,NC both,1.01,1,0.92,0.85,0.91,-0.79,
234,152260230,,Inactive,,,,M-056403-00,216835,Usp43,15052,I14,1.69,NC,-0.56,NC,NC both,1.05,1.05,0.89,0.84,0.85,-1.46,
235,152260231,,Inactive,,,,M-058224-00,353170,Txlng,15026,H04,-0.51,NC,-0.22,NC,NC both,0.92,0.9,0.92,0.91,1,0.22,
236,152260232,,Inactive,,,,M-053625-00,227327,B3gnt7,15031,P12,1.35,NC,1.12,NC,NC both,1.03,1.05,1.04,1.01,1.01,0.34,
237,152260237,,Inactive,,,,M-054449-00,240047,Mmp25,15013,N16,1.18,NC,0.45,NC,NC both,1.02,1.02,0.98,1,0.96,-0.22,
238,152260239,,Inactive,,,,M-049078-00,11992,Auh,15006,J16,1.18,NC,-1.12,NC,NC both,1.02,1.02,0.84,0.78,0.82,-1.8,
239,152260245,,Inactive,,,,M-045615-00,65257,Asb3,15031,C04,-0.17,NC,-0.45,NC,NC both,0.94,0.95,0.9,0.87,0.96,-0.22,
240,152260246,,Inactive,,,,M-061047-00,79554,Gltpd1,15032,M13,-0.51,NC,-0.9,NC,NC both,0.92,0.94,0.86,0.82,0.93,-0.56,
241,152260253,,Inactive,,,,M-057454-00,66102,Cxcl16,15035,O18,-0.51,NC,0.67,NC,NC both,0.92,0.92,1,0.96,1.09,1.24,
242,152260256,,Inactive,,,,M-049439-00,60344,Fign,15038,K22,1.85,NC,0.45,NC,NC both,1.06,1.04,0.98,0.97,0.92,-0.67,
243,152260259,,Active,,,,M-059471-00,59287,Ncstn,15042,D20,-1.69,NC,-2.25,LC,LC dox,0.85,0.82,0.74,0.72,0.87,-1.24,
244,152260267,,Inactive,,,,M-046935-00,18222,Numb,15015,G19,0,NC,0,NC,NC both,0.95,0.97,0.94,0.99,0.99,0.11,
245,152260270,,Inactive,,,,M-062109-00,12465,Cct5,15007,P06,-2.53,LC,-1.8,NC,LC control,0.8,0.8,0.78,0.75,0.98,0,
246,152260271,,Inactive,,,,M-041893-00,140493,Kcnn3,15013,C16,-0.84,NC,0,NC,NC both,0.9,0.91,0.94,0.97,1.04,0.67,
247,152260272,,Inactive,,,,M-042779-00,20391,Sgca,15018,C21,-0.17,NC,0.34,NC,NC both,0.94,0.97,0.97,1.01,1.03,0.56,
248,152260275,,Inactive,,,,M-060565-00,258819,Olfr640,15045,M14,-1.35,NC,0.11,NC,NC both,0.87,0.88,0.95,0.93,1.09,1.24,
249,152260279,,Inactive,,,,M-058066-00,320709,Tmem117,15032,G13,-0.51,NC,-0.45,NC,NC both,0.92,0.94,0.9,0.87,0.98,0,
250,152260288,,Inactive,,,,M-050059-00,78369,Icam4,15040,E15,-1.69,NC,-1.91,NC,NC both,0.85,0.86,0.77,0.78,0.91,-0.79,
251,152260302,,Inactive,,,,M-057218-00,237222,Ofd1,15015,K19,0.51,NC,1.46,NC,NC both,0.98,0.99,1.07,1.12,1.09,1.24,
252,152260308,,Inactive,,,,M-063586-00,68299,Vps53,15025,E10,0.84,NC,0.79,NC,NC both,1,1.04,1.01,1,1.01,0.34,
253,152260314,,Inactive,,,,M-046838-00,52666,Arhgef25,15035,B08,-1.52,NC,0.45,NC,NC both,0.86,0.86,0.98,0.94,1.14,1.8,
254,152260318,,Inactive,,,,M-042122-00,18423,Otx1,15015,A22,0.84,NC,1.8,NC,NC both,1,1.02,1.1,1.16,1.1,1.35,
255,152260319,,Inactive,,,,M-056503-00,319146,Ifnz,15041,G05,-1.18,NC,-1.46,NC,NC both,0.88,0.88,0.81,0.76,0.92,-0.67,
256,152260320,,Inactive,,,,M-043915-00,29870,Gtse1,15011,N03,0.17,NC,0.22,NC,NC both,0.96,1.01,0.96,0.95,1,0.22,
257,152260321,,Inactive,,,,M-044567-00,68118,9430023L20Rik,15028,J17,-0.84,NC,-0.79,NC,NC both,0.9,0.89,0.87,0.8,0.97,-0.11,
258,152260324,,Inactive,,,,M-052663-00,78653,Bola3,15023,I13,1.18,NC,-0.22,NC,NC both,1.02,1.02,0.92,0.87,0.9,-0.9,
259,152260326,,Inactive,,,,M-045032-00,68175,4930591A17Rik,15026,J09,-1.35,NC,0.22,NC,NC both,0.87,0.86,0.96,0.96,1.1,1.35,
260,152260330,,Inactive,,,,M-053506-00,544678,A530045M11,15029,G12,-1.52,NC,-1.8,NC,NC both,0.86,0.87,0.78,0.78,0.91,-0.79,
261,152260332,,Inactive,,,,M-042196-00,19156,Psap,15016,G20,0.34,NC,0.45,NC,NC both,0.97,0.99,0.98,0.96,1.01,0.34,
262,152260338,,Inactive,,,,M-045425-00,83691,Crispld1,15034,P16,1.18,NC,1.12,NC,NC both,1.02,1.02,1.04,1,1.02,0.45,
263,152260349,,Inactive,,,,M-054882-00,19982,Rpl36a,15048,D13,-5.06,LC,-5.51,LC,LC both,0.65,0.65,0.45,0.41,0.69,-3.26,
264,152260355,,Inactive,,,,M-062819-00,23993,Klk7,15040,B06,-1.35,NC,-0.67,NC,NC both,0.87,0.89,0.88,0.88,1.01,0.34,
265,152260371,,Inactive,,,,M-048000-00,18205,Ntf3,15015,E09,-0.51,NC,0.34,NC,NC both,0.92,0.92,0.97,1.02,1.05,0.79,
266,152260372,,Inactive,,,,M-044562-00,12867,Cox7c,15035,K09,0.17,NC,0,NC,NC both,0.96,0.96,0.94,0.9,0.98,0,
267,152260375,,Inactive,,,,M-065345-00,69357,BC061195,15022,C15,1.85,NC,-1.12,NC,NC both,1.06,1.03,0.84,0.8,0.79,-2.14,
268,152260378,,Inactive,,,,M-045728-00,24108,Ubd,15020,G19,0.84,NC,-0.67,NC,NC both,1,1,0.88,0.84,0.88,-1.12,
269,152260380,,Inactive,,,,M-040442-00,56464,Ctsf,15009,E13,-1.52,NC,0,NC,NC both,0.86,0.89,0.94,0.89,1.09,1.24,
270,152260385,,Inactive,,,,M-059589-00,52513,Ddx56,15036,F06,-0.51,NC,-0.9,NC,NC both,0.92,0.94,0.86,0.83,0.93,-0.56,
271,152260390,,Inactive,,,,M-053574-00,239796,Mb21d2,15029,A06,-0.17,NC,0.22,NC,NC both,0.94,0.94,0.96,0.96,1.02,0.45,
272,152260392,,Inactive,,,,M-042515-00,76183,Celf6,15027,L22,-0.17,NC,-1.46,NC,NC both,0.94,0.92,0.81,0.76,0.86,-1.35,
273,152260401,,Inactive,,,,M-049679-00,101533,Klk9,15022,O04,0.17,NC,-0.22,NC,NC both,0.96,0.92,0.92,0.86,0.96,-0.22,
274,152260407,,Inactive,,,,M-041105-00,21804,Tgfb1i1,15019,I11,0,NC,-0.9,NC,NC both,0.95,0.98,0.86,0.88,0.91,-0.79,
275,152260411,,Inactive,,,,M-064887-00,243300,Nyap1,15028,A17,0.51,NC,0.9,NC,NC both,0.98,0.97,1.02,0.94,1.04,0.67,
276,152260412,,Inactive,,,,M-040518-00,66687,Tbc1d15,15051,O05,1.35,NC,1.24,NC,NC both,1.03,1.01,1.05,0.99,1.02,0.45,
277,152260422,,Inactive,,,,M-040896-00,11636,Ak1,15001,M05,-0.17,NC,-0.22,NC,NC both,0.94,0.98,0.92,0.93,0.98,0,
278,152260429,,Inactive,,,,M-043565-00,11287,Pzp,15047,F22,1.85,NC,1.24,NC,NC both,1.06,1.04,1.05,0.99,0.99,0.11,
279,152260430,,Inactive,,,,M-056203-00,66734,Map1lc3a,15041,H09,-1.18,NC,0.22,NC,NC both,0.88,0.88,0.96,0.9,1.09,1.24,
280,152260435,,Inactive,,,,M-052547-00,232854,Zfp418,15029,K07,-1.35,NC,-1.01,NC,NC both,0.87,0.88,0.85,0.85,0.98,0,
281,152260439,,Inactive,,,,M-057290-00,16821,Lcn4,15040,P04,0.84,NC,1.12,NC,NC both,1,1.02,1.04,1.06,1.04,0.67,
282,152260444,,Inactive,,,,M-045085-00,20340,Glg1,15012,E11,-1.18,NC,0.22,NC,NC both,0.88,0.92,0.96,0.91,1.09,1.24,
283,152260451,,Inactive,,,,M-059853-00,170728,Rtn4ip1,15048,P15,2.19,Hi,2.59,Hi,Hi both,1.08,1.08,1.17,1.08,1.08,1.12,
284,152260453,,Inactive,,,,M-062156-00,15132,Hbb-bh1,15039,J07,0,NC,0.34,NC,NC both,0.95,0.96,0.97,0.96,1.02,0.45,
285,152260462,,Inactive,,,,M-048180-00,21784,Tff1,15051,M18,0.51,NC,2.92,Hi,Hi dox,0.98,0.96,1.2,1.12,1.22,2.7,
286,152260470,,Inactive,,,,M-059164-00,23887,Ggt5,15038,N06,1.35,NC,0.56,NC,NC both,1.03,1.02,0.99,0.99,0.96,-0.22,
287,152260485,,Inactive,,,,M-057770-00,381759,Wee2,15033,K05,-1.18,NC,-1.8,NC,NC both,0.88,0.89,0.78,0.75,0.89,-1.01,
288,152260488,,Inactive,,,,M-049894-00,27140,Tlx3,15051,H21,0.17,NC,1.46,NC,NC both,0.96,0.94,1.07,1,1.11,1.46,
289,152260492,,Inactive,,,,M-041730-00,101565,Ccp110,15027,J18,-5.9,LC,-0.67,NC,LC control,0.6,0.59,0.88,0.82,1.47,5.51,
290,152260499,,Inactive,,,,M-053706-00,170942,Erdr1,15038,G13,-1.01,NC,-1.57,NC,NC both,0.89,0.88,0.8,0.8,0.9,-0.9,
291,152260500,,Inactive,,,,M-043989-00,13096,Cyp2c37,15009,O07,0.17,NC,1.01,NC,NC both,0.96,1,1.03,0.98,1.07,1.01,
292,152260502,,Inactive,,,,M-046438-00,114640,Pth2,15051,D15,-0.84,NC,-0.9,NC,NC both,0.9,0.88,0.86,0.81,0.96,-0.22,
293,152260503,,Inactive,,,,M-042872-00,18345,Olfr46,15045,E13,-1.69,NC,-0.34,NC,NC both,0.85,0.86,0.91,0.9,1.07,1.01,
294,152260510,,Inactive,,,,M-063252-00,27054,Sec23b,15049,A17,0.84,NC,1.12,NC,NC both,1,1.02,1.04,0.99,1.04,0.67,
295,152260516,,Inactive,,,,M-051410-00,238330,Irf2bpl,15027,P16,2.19,Hi,1.69,NC,Hi control,1.08,1.06,1.09,1.02,1.01,0.34,
296,152260525,,Inactive,,,,M-055520-00,236930,Ercc6l,15032,C06,-1.01,NC,-1.8,NC,NC both,0.89,0.92,0.78,0.76,0.88,-1.12,
297,152260537,,Inactive,,,,M-055206-00,233870,Tufm,15023,N14,-0.84,NC,-0.67,NC,NC both,0.9,0.9,0.88,0.84,0.98,0,
298,152260541,,Inactive,,,,M-057248-00,52570,Ccdc69,15035,D16,1.18,NC,-0.22,NC,NC both,1.02,1.04,0.92,0.88,0.9,-0.9,
299,152260551,,Inactive,,,,M-041647-00,12488,Cd2ap,15008,A21,0.84,NC,1.91,NC,NC both,1,1.04,1.11,1.12,1.11,1.46,
300,152260553,,Inactive,,,,M-056058-00,269831,Tspan12,15051,J07,-0.17,NC,-0.22,NC,NC both,0.94,0.92,0.92,0.86,0.98,0,
301,152260556,,Active,,,,M-052111-00,104836,Cbll1,15034,I12,-0.51,NC,-2.02,LC,LC dox,0.92,0.92,0.76,0.74,0.83,-1.69,
302,152260561,,Inactive,,,,M-047718-00,68421,Lmbrd1,15021,A16,2.36,Hi,1.57,NC,Hi control,1.09,1.06,1.08,1.01,0.99,0.11,
303,152260566,,Inactive,,,,M-040235-00,109161,Ube2q2,15025,E04,-0.51,NC,-1.57,NC,NC both,0.92,0.95,0.8,0.79,0.87,-1.24,
304,152260570,,Inactive,,,,M-042159-00,80288,Bcl9l,15033,C12,-1.52,NC,-1.12,NC,NC both,0.86,0.88,0.84,0.82,0.98,0,
305,152260573,,Inactive,,,,M-045998-00,56249,Actr8,15030,M03,1.18,NC,0.22,NC,NC both,1.02,1,0.96,0.94,0.94,-0.45,
306,152260575,,Inactive,,,,M-047246-00,93834,Peli2,15046,D14,-0.67,NC,-1.35,NC,NC both,0.91,0.92,0.82,0.8,0.9,-0.9,
307,152260586,,Inactive,,,,M-057398-00,12316,Aspm,15007,J03,0.67,NC,0.34,NC,NC both,0.99,1,0.97,0.92,0.98,0,
308,152260589,,Inactive,,,,M-060331-00,259093,Olfr572,15045,C22,-0.17,NC,0.22,NC,NC both,0.94,0.95,0.96,0.94,1.02,0.45,
309,152260606,,Inactive,,,,M-057227-00,74868,Tmem65,15026,M09,2.36,Hi,0.45,NC,Hi control,1.09,1.06,0.98,0.96,0.9,-0.9,
310,152260607,,Inactive,,,,M-045974-00,78781,Zc3hav1,15053,M15,0.17,NC,0.22,NC,NC both,0.96,0.96,0.96,0.94,1,0.22,
311,152260619,,Active,,,,M-042327-00,94112,Med15,15046,N13,0.51,NC,-3.48,LC,LC dox,0.98,1,0.63,0.62,0.64,-3.82,
312,152260628,,Inactive,,,,M-054314-00,331529,Gm5128,15026,C08,1.01,NC,-1.57,NC,NC both,1.01,0.99,0.8,0.78,0.79,-2.14,
